학교명,1학년 전입학생수,1학년 전출학생수,2학년 전입학생수,2학년 전출학생수,3학년 전입학생수,3학년 전출학생수,4학년 전입학생수,4학년 전출학생수,5학년 전입학생수,5학년 전출학생수,6학년 전입학생수,6학년 전출학생수,전입학생수(계),전출학생수(계),전체학생수(계)
광주양동초등학교,9,2,4,0,5,1,3,1,10,1,2,3,33,8,73
유안초등학교,2,3,12,5,11,3,9,7,15,8,8,6,57,32,777
새움초등학교,9,6,8,7,8,3,12,8,11,4,5,0,53,28,485
관문초등학교,4,4,16,7,9,5,11,3,7,5,4,2,51,26,538
서종초등학교,12,2,5,0,4,3,7,2,6,4,2,0,36,11,338
동양초등학교,9,6,10,3,12,7,13,11,10,5,8,5,62,37,856
북삼초등학교,7,5,5,5,11,4,10,3,8,3,5,1,46,21,369
여수문수초등학교,1,0,8,2,7,1,12,3,2,3,5,1,35,10,263
인평초등학교,0,3,12,3,6,4,9,4,7,1,8,2,42,17,567
대구동부초등학교,11,2,9,3,4,2,6,2,5,3,1,0,36,12,134
인천문학초등학교,13,5,9,6,9,9,11,7,15,6,5,5,62,38,733
인천삼목초등학교,10,5,15,9,13,7,9,6,13,4,2,7,62,38,738
광주화정초등학교,2,1,5,4,12,1,10,3,3,2,4,1,36,12,329
삼남초등학교,3,4,7,2,5,2,13,1,5,2,2,0,35,11,187
낙민초등학교,5,3,12,6,15,6,6,8,12,7,7,3,57,33,752
분당초등학교,4,3,9,9,14,8,15,0,12,11,10,9,64,40,1015
송죽초등학교,4,5,11,8,12,7,13,8,13,7,17,11,70,46,427
서해초등학교,7,5,11,6,18,14,19,8,9,10,6,3,70,46,945
동안초등학교,4,8,10,6,10,7,11,6,9,3,14,4,58,34,527
역북초등학교,10,5,18,9,17,14,10,8,14,8,9,10,78,54,820
보성초등학교,7,2,6,0,9,2,3,3,8,3,2,1,35,11,189
서림초등학교,2,3,11,10,16,6,11,8,8,4,12,5,60,36,778
영주서부초등학교,6,2,8,6,16,1,8,1,2,3,0,3,40,16,313
옥곡초등학교,5,4,8,10,27,11,14,12,11,11,13,6,78,54,1333
상주초등학교,1,1,0,0,11,0,1,1,12,0,1,0,26,2,44
삼정자초등학교,4,2,8,7,7,3,14,7,10,3,6,3,49,25,976
서울고현초등학교,6,5,4,11,17,5,10,4,12,6,7,2,56,33,1194
대신초등학교,4,4,8,4,10,6,12,5,13,6,9,8,56,33,777
대구월서초등학교,3,2,8,4,13,11,13,6,12,4,4,3,53,30,1167
인천동명초등학교,0,0,7,0,13,0,14,0,0,10,0,1,34,11,316
정평초등학교,11,3,12,11,15,3,6,10,10,3,3,4,57,34,894
용이초등학교,18,11,19,12,22,23,21,16,20,14,8,9,108,85,1133
한별초등학교,9,9,23,16,27,22,22,18,13,11,12,7,106,83,1022
위례초등학교,22,17,32,29,30,33,34,16,30,27,11,14,159,136,1652
천안서당초등학교,5,2,10,5,15,9,10,12,11,7,9,2,60,37,984
순천왕운초등학교,5,4,5,6,9,5,15,5,9,5,10,5,53,30,1011
가포초등학교,9,0,2,0,6,1,2,0,4,0,1,0,24,1,49
김해신명초등학교,11,6,22,7,16,7,8,9,9,10,3,7,69,46,1111
금오초등학교,7,5,8,3,10,4,9,4,7,3,5,4,46,23,510
화랑초등학교,2,0,4,0,8,1,5,0,3,0,3,2,25,3,155
인천용마초등학교,13,2,9,7,17,7,4,4,4,5,1,1,48,26,529
서일초등학교,1,1,5,4,5,1,8,1,8,4,10,4,37,15,476
영일초등학교,14,2,6,8,9,7,8,9,13,3,4,3,54,32,628
효자초등학교,20,6,16,9,16,13,15,12,16,15,5,11,88,66,1013
청주내덕초등학교,1,0,9,4,3,2,11,5,5,0,6,2,35,13,232
논산중앙초등학교,5,3,8,5,5,4,10,2,5,2,7,2,40,18,780
염작초등학교,12,13,16,15,23,15,14,15,20,10,13,8,98,76,1009
천안불당초등학교,9,7,11,6,16,9,12,13,15,13,17,10,80,58,1420
모산초등학교,12,10,9,4,15,9,15,7,13,12,6,6,70,48,1255
순천용당초등학교,3,4,10,2,9,7,6,5,7,2,8,1,43,21,891
북일초등학교,4,0,3,0,8,0,2,0,5,0,0,0,22,0,22
인천학산초등학교,6,0,10,8,12,10,10,7,11,6,8,5,57,36,963
마송초등학교,3,1,2,3,2,2,6,0,7,2,9,0,29,8,191
부일초등학교,6,0,10,3,6,6,5,0,2,5,8,2,37,16,268
안양신기초등학교,10,4,13,13,15,9,9,10,15,7,13,11,75,54,679
남곡초등학교,18,17,30,22,21,23,22,26,26,22,25,11,142,121,1685
왕산초등학교,6,4,6,1,6,4,4,3,7,2,7,1,36,15,538
용마초등학교,6,2,11,4,7,6,12,9,8,5,8,5,52,31,738
민락초등학교,9,8,11,7,13,9,11,9,13,8,10,5,67,46,856
양일초등학교,9,7,20,11,19,13,23,13,12,14,12,16,95,74,1361
용인신봉초등학교,20,9,21,9,10,12,17,10,12,18,9,10,89,68,1047
금천초등학교,3,2,5,0,6,0,4,0,4,0,1,0,23,2,917
모충초등학교,6,1,8,3,8,0,4,4,6,4,3,2,35,14,340
매안초등학교,8,1,12,6,11,8,8,2,9,8,6,8,54,33,1147
호명초등학교,14,9,21,9,16,17,12,11,10,6,9,9,82,61,1204
고성초등학교,1,4,4,8,8,3,5,3,7,3,22,5,47,26,854
거제용소초등학교,8,6,8,2,13,5,8,2,2,3,2,2,41,20,517
제주북초등학교,3,0,12,4,5,5,8,2,6,3,1,0,35,14,214
사직초등학교,10,5,10,8,13,11,15,11,12,8,12,9,72,52,1241
양동초등학교,3,4,5,6,15,1,6,3,7,1,2,3,38,18,494
상당초등학교,1,3,11,7,10,7,11,6,8,3,8,3,49,29,807
대구조암초등학교,4,1,10,5,9,2,7,3,3,5,4,1,37,17,642
격동초등학교,4,1,7,2,7,3,6,4,9,7,8,4,41,21,532
아름초등학교,12,10,19,6,11,17,26,17,20,15,3,6,91,71,1248
가평초등학교,6,0,9,8,12,5,6,7,8,2,5,4,46,26,728
성남신기초등학교,11,15,5,6,16,2,18,10,10,9,9,7,69,49,626
서정리초등학교,1,1,10,2,5,2,7,3,5,2,5,3,33,13,225
안산청석초등학교,2,3,6,7,10,0,4,4,6,2,8,0,36,16,489
장야초등학교,3,1,6,2,9,4,11,4,5,1,2,4,36,16,506
부성초등학교,5,3,8,3,13,3,7,5,6,4,2,3,41,21,454
군산월명초등학교,7,2,5,7,13,6,8,4,4,0,4,2,41,21,606
전주온빛초등학교,5,4,15,11,17,10,15,10,13,11,8,7,73,53,1649
수북초등학교,2,1,4,1,10,2,1,1,7,3,4,0,28,8,152
황산초등학교,7,4,17,5,14,6,10,11,9,10,5,6,62,42,988
남광초등학교,1,2,11,3,15,5,5,9,8,2,8,7,48,28,1180
한라초등학교,15,20,33,23,33,26,32,32,28,21,15,14,156,136,1927
서울방산초등학교,2,2,7,4,11,3,13,11,7,2,8,7,48,29,635
서울용강초등학교,0,3,9,6,6,8,10,4,10,2,8,1,43,24,532
경복초등학교,4,0,3,0,4,1,6,0,3,0,0,0,20,1,789
서울광남초등학교,4,0,7,6,4,0,1,1,4,0,6,0,26,7,1436
인천먼우금초등학교,6,3,9,12,17,12,16,13,24,16,12,9,84,65,853
주월초등학교,15,9,17,12,20,17,18,21,22,8,19,25,111,92,1364
안양덕현초등학교,3,6,10,9,9,7,8,4,12,5,10,2,52,33,510
점동초등학교,1,0,11,1,11,4,4,4,3,2,0,0,30,11,128
푸른솔초등학교,11,9,19,13,24,16,21,15,14,17,14,14,103,84,1421
교동초등학교,8,9,8,6,14,9,19,6,6,10,11,7,66,47,805
상남초등학교,6,0,5,0,1,0,3,0,1,0,3,0,19,0,23
운곡초등학교,8,3,8,8,15,3,5,5,6,3,3,4,45,26,739
구미원당초등학교,3,3,5,5,8,1,5,0,4,0,3,0,28,9,378
서울세륜초등학교,1,3,6,6,2,5,13,6,13,3,9,3,44,26,688
서울장월초등학교,5,4,9,8,12,7,11,3,2,4,7,2,46,28,587
대구방촌초등학교,5,1,8,4,5,6,8,1,1,3,8,2,35,17,338
대구월암초등학교,3,4,13,7,14,10,15,12,7,5,6,2,58,40,1369
광주서석초등학교,2,0,1,1,3,0,5,1,2,0,7,0,20,2,138
함월초등학교,2,1,8,1,5,3,5,1,5,2,2,1,27,9,366
새롬초등학교,26,17,23,20,31,25,23,24,21,25,18,13,142,124,1383
안산양지초등학교,9,6,16,15,12,7,13,9,11,9,9,6,70,52,1114
용인한빛초등학교,12,5,11,8,9,10,11,7,13,11,10,7,66,48,951
현촌초등학교,10,6,19,18,18,12,15,10,12,13,11,8,85,67,1199
충주용산초등학교,1,1,7,1,10,2,2,3,7,3,2,1,29,11,653
연무초등학교,2,0,1,0,9,0,5,0,2,0,0,1,19,1,54
아산북수초등학교,9,5,11,16,21,17,19,11,21,9,11,16,92,74,1252
쌍봉초등학교,7,1,5,5,2,2,9,5,10,2,3,3,36,18,295
구미신당초등학교,9,10,14,10,11,7,14,7,7,3,5,5,60,42,950
인천해송초등학교,3,5,12,7,8,8,15,6,10,8,9,6,57,40,835
광주운암초등학교,2,4,11,4,10,10,14,6,7,6,6,3,50,33,888
양평초등학교,4,1,6,5,8,2,11,5,7,2,2,6,38,21,1041
하늘빛초등학교,9,7,23,20,37,20,14,16,19,24,16,14,118,101,1437
공주중동초등학교,0,2,7,2,7,1,5,3,5,0,1,0,25,8,206
두마초등학교,7,5,13,4,15,9,9,6,6,6,3,6,53,36,461
상월초등학교,2,0,3,0,5,0,4,0,4,1,0,0,18,1,31
온양온천초등학교,4,0,8,1,5,0,2,2,2,0,1,2,22,5,384
전주서신초등학교,0,0,5,0,5,2,6,0,2,0,1,0,19,2,410
남해초등학교,3,0,1,5,5,3,4,2,1,1,19,5,33,16,520
교방초등학교,7,2,7,6,6,4,10,6,5,3,9,6,44,27,770
밀주초등학교,2,0,5,0,4,0,7,1,3,1,0,2,21,4,139
서울서래초등학교,4,9,17,15,14,17,17,12,19,13,19,8,90,74,1378
서울동작초등학교,9,4,6,4,9,7,5,1,11,7,3,4,43,27,440
이화여자대학교사범대학부속초등학교,1,0,4,2,7,4,9,3,6,3,1,0,28,12,624
한양초등학교,6,2,6,3,11,4,7,5,7,5,1,3,38,22,638
대천초등학교,8,4,3,4,9,2,0,6,5,3,12,2,37,21,701
분포초등학교,0,1,6,10,7,4,12,5,5,2,11,3,41,25,1057
대구황금초등학교,3,2,5,3,6,4,8,6,6,0,4,1,32,16,622
인천신송초등학교,7,6,6,12,15,14,11,7,13,9,13,1,65,49,707
광주제석초등학교,1,4,10,3,8,7,5,6,7,5,11,1,42,26,584
수문초등학교,6,6,15,7,4,9,12,7,12,8,9,5,58,42,891
대전상대초등학교,2,1,10,6,10,9,11,6,9,9,7,2,49,33,994
두루초등학교,9,8,16,16,20,12,18,14,13,12,7,5,83,67,1234
신촌초등학교,9,3,3,2,8,9,12,0,5,8,3,2,40,24,555
덕정초등학교,4,3,8,2,9,2,9,10,5,3,4,3,39,23,316
한가람초등학교,11,8,16,19,16,15,24,15,18,14,15,13,100,84,1297
교동초등학교,6,0,4,4,3,0,8,5,3,1,5,3,29,13,366
목포동초등학교,2,0,7,1,3,4,5,3,10,5,2,0,29,13,419
구림초등학교,2,1,2,0,2,1,7,0,4,2,3,0,20,4,54
화순초등학교이서분교장,0,0,2,0,3,0,6,0,4,1,3,1,18,2,15
호서남초등학교,3,2,7,4,8,5,8,2,3,3,4,1,33,17,587
중부초등학교,4,5,11,5,11,7,13,5,4,7,4,2,47,31,571
구엄초등학교,3,4,11,3,7,4,5,3,2,3,10,5,38,22,223
한마음초등학교,1,1,9,3,6,2,7,6,4,2,6,3,33,17,170
서울가곡초등학교,9,9,14,10,10,8,11,6,12,5,7,10,63,48,834
배산초등학교,4,5,5,3,3,5,9,1,7,4,6,1,34,19,527
대구효명초등학교,1,1,3,2,6,4,6,3,8,0,2,1,26,11,421
광주효동초등학교,3,0,2,3,2,2,0,5,3,0,16,1,26,11,294
월곡초등학교,0,0,7,2,4,1,10,6,6,3,0,0,27,12,759
대전가오초등학교,6,1,11,8,12,11,12,5,6,8,5,4,52,37,856
옥서초등학교,4,2,1,3,6,1,4,1,5,3,5,0,25,10,318
남산초등학교,3,2,10,6,5,4,6,1,5,4,6,3,35,20,531
홍천초등학교,6,2,12,4,8,8,5,4,7,6,2,1,40,25,513
석성초등학교,15,10,15,12,14,10,12,11,13,11,8,8,77,62,1120
청림초등학교,14,13,23,16,20,22,25,17,17,12,14,18,113,98,1320
남평초등학교,3,1,2,3,6,0,3,4,6,0,3,0,23,8,834
전주송북초등학교,5,7,6,2,7,7,11,10,13,2,3,2,45,30,615
서삼초등학교,1,0,3,0,4,1,5,0,3,0,0,0,16,1,28
라온초등학교,5,7,10,13,21,13,5,11,16,5,15,8,72,57,817
사동초등학교,1,3,10,5,13,7,4,2,7,5,4,2,39,24,735
신창초등학교,5,0,7,4,7,2,3,0,2,1,1,3,25,10,99
한림초등학교,8,4,7,8,8,0,5,3,11,5,2,6,41,26,465
더럭초등학교,8,0,4,2,4,2,5,5,3,2,2,0,26,11,100
서울방배초등학교,3,5,6,5,12,6,10,10,14,8,11,8,56,42,888
서울잠동초등학교,8,4,6,10,9,10,13,5,13,10,7,3,56,42,831
서울대림초등학교,19,2,10,15,14,9,8,10,11,11,5,6,67,53,1013
서울증산초등학교,5,2,14,4,7,7,8,5,6,7,2,3,42,28,545
계성초등학교,4,0,4,0,3,2,2,0,7,3,0,1,20,6,707
서울해누리초등학교,5,3,13,11,14,10,20,10,8,11,8,9,68,54,590
연학초등학교,0,2,1,1,5,0,2,1,5,0,5,0,18,4,255
갑룡초등학교,5,0,8,6,11,6,3,5,7,7,5,1,39,25,556
광주서림초등학교,8,3,8,4,13,4,5,2,8,6,5,14,47,33,292
일동초등학교,2,4,4,2,5,5,6,4,5,1,9,1,31,17,499
운천초등학교,2,1,8,6,7,7,7,7,9,3,10,5,43,29,696
대전신계초등학교,4,4,5,9,11,7,12,5,9,4,4,2,45,31,1075
연양초등학교,5,2,7,0,1,1,0,10,14,0,0,0,27,13,1122
하원초등학교,0,3,1,0,4,1,5,1,3,0,6,0,19,5,421
내혜홀초등학교,5,1,6,6,5,3,5,3,6,3,7,4,34,20,498
비룡초등학교,5,9,14,5,12,6,11,5,10,10,11,14,63,49,1280
송북초등학교,11,11,8,7,13,12,13,7,10,5,6,5,61,47,951
활초초등학교,2,0,6,3,3,1,6,3,2,0,5,3,24,10,108
청대초등학교,4,4,5,6,11,7,9,3,3,2,5,1,37,23,701
풍광초등학교,4,1,3,1,7,3,2,4,6,5,7,1,29,15,462
진천상신초등학교,6,8,10,10,15,8,8,5,7,6,6,1,52,38,955
충주중앙탑초등학교,8,11,20,20,20,18,16,6,13,10,11,9,88,74,931
전주서원초등학교,3,3,9,7,8,6,5,5,8,2,4,0,37,23,446
전주전라초등학교,5,2,8,6,5,3,6,4,7,2,2,2,33,19,646
무안초등학교,3,2,3,2,7,9,9,4,11,3,3,2,36,22,514
장성중앙초등학교,2,1,3,2,7,1,7,2,5,3,2,3,26,12,546
일운초등학교,6,2,5,3,8,5,4,5,3,6,9,0,35,21,316
용원초등학교,2,2,6,0,6,3,3,2,4,1,1,0,22,8,146
신촌초등학교,7,4,5,5,8,2,7,4,6,4,2,2,35,21,269
해안초등학교,2,0,4,1,4,1,2,0,2,2,4,0,18,4,122
서울역삼초등학교,1,4,4,6,6,3,5,3,12,4,7,2,35,22,362
서울목원초등학교,1,2,0,1,8,3,7,6,8,4,7,2,31,18,506
서울발산초등학교,5,3,15,15,12,7,12,9,13,9,8,9,65,52,1157
명장초등학교,5,2,8,4,4,4,4,2,3,0,4,3,28,15,364
좌산초등학교,2,3,6,3,8,4,6,3,7,3,2,2,31,18,554
대구논공초등학교,5,0,2,0,3,1,2,0,1,0,2,1,15,2,196
인천은봉초등학교,5,4,10,1,6,5,4,7,8,3,2,2,35,22,511
대전현암초등학교,4,1,2,2,3,1,3,2,5,0,3,1,20,7,206
대전원신흥초등학교,3,0,5,1,6,6,6,7,11,4,1,1,32,19,355
호연초등학교,0,2,6,5,5,3,9,4,10,5,7,5,37,24,589
궁내초등학교,4,1,12,6,10,4,14,11,6,4,5,12,51,38,619
태을초등학교,3,0,2,2,4,0,0,0,4,0,2,0,15,2,446
동신초등학교,0,0,5,1,5,0,2,0,1,1,2,0,15,2,149
다문초등학교,6,8,12,9,13,13,8,5,13,9,11,6,63,50,630
옥천초등학교,3,2,5,1,6,0,4,6,5,4,3,0,26,13,333
의정부서초등학교,4,5,9,8,7,5,7,6,14,5,6,5,47,34,563
의정부호동초등학교,13,9,9,13,9,8,12,13,15,8,8,2,66,53,1320
한내초등학교,4,4,17,10,6,11,9,7,8,8,13,4,57,44,757
평일초등학교,5,1,11,7,8,4,5,9,9,4,3,3,41,28,509
봉담초등학교,4,7,10,9,12,6,9,6,9,7,8,4,52,39,733
주곡초등학교,8,7,12,13,17,9,15,10,11,12,10,9,73,60,905
늘봄초등학교,6,5,5,2,8,6,4,2,4,1,2,0,29,16,268
현북초등학교,2,0,3,0,5,0,1,0,2,0,0,0,13,0,27
인제초등학교,2,5,0,1,7,0,4,2,6,0,2,0,21,8,302
내포초등학교,11,6,16,9,13,17,17,10,14,13,6,9,77,64,1350
용산초등학교,2,0,3,1,4,1,4,0,2,0,0,0,15,2,48
순천북초등학교,3,2,7,1,7,3,3,3,0,2,4,0,24,11,351
도원초등학교,8,6,5,7,16,7,11,7,8,8,6,6,54,41,1024
영광초등학교,0,2,3,1,3,1,6,2,8,1,2,2,22,9,806
삼산초등학교,1,0,2,1,4,0,3,1,5,1,1,0,16,3,41
이동초등학교,2,2,5,7,9,10,9,6,7,5,11,0,43,30,935
효자초등학교,4,5,13,6,9,10,12,7,2,7,12,4,52,39,1184
대성초등학교,3,1,3,2,6,3,2,1,6,1,2,1,22,9,213
거제양정초등학교,5,5,8,5,8,8,4,4,9,1,6,4,40,27,734
애월초등학교,6,2,9,3,7,6,2,3,3,1,3,2,30,17,185
조천초등학교,2,1,9,2,5,2,5,5,3,1,5,5,29,16,294
서울영풍초등학교,6,3,7,5,5,6,12,2,9,9,2,4,41,29,493
서울서빙고초등학교,3,8,7,8,14,13,13,7,13,8,13,7,63,51,424
교동초등학교,3,2,9,6,5,10,6,5,9,3,10,4,42,30,855
신호초등학교,5,4,5,6,7,4,9,1,4,4,6,5,36,24,571
대구동원초등학교,6,2,13,10,14,8,10,12,11,7,4,7,58,46,459
대구동천초등학교,7,6,12,16,17,12,16,7,12,9,4,6,68,56,1415
대구율하초등학교,0,0,3,4,5,5,8,3,11,3,3,3,30,18,275
대구한실초등학교,4,5,9,9,4,3,12,3,4,5,5,1,38,26,519
농서초등학교,0,0,11,4,4,2,7,6,7,5,5,5,34,22,1028
양곡초등학교,4,1,7,5,8,8,8,7,7,3,5,3,39,27,399
백현초등학교,4,0,1,0,2,1,2,0,3,3,5,1,17,5,94
남수원초등학교,6,9,1,9,9,5,15,7,8,6,14,5,53,41,561
중앙기독초등학교,3,2,4,3,7,3,6,4,6,1,1,2,27,15,855
검바위초등학교,5,2,6,3,6,8,7,3,5,3,6,4,35,23,471
슬기초등학교,5,3,13,9,7,6,11,4,5,6,5,6,46,34,595
오학초등학교,5,9,7,3,20,13,11,14,9,7,12,6,64,52,927
의정부용현초등학교,1,0,5,6,3,5,12,4,5,3,5,1,31,19,447
장당초등학교,7,8,10,4,8,7,11,9,8,9,9,4,53,41,841
정배초등학교,4,1,4,0,4,1,4,3,0,0,1,0,17,5,60
성산초등학교,0,1,6,0,3,0,2,0,2,0,0,0,13,1,59
청성초등학교,2,0,5,0,1,0,2,2,2,0,2,0,14,2,17
남성초등학교,3,2,6,5,6,5,4,3,6,4,7,1,32,20,656
산남초등학교,11,4,10,8,13,14,15,10,9,10,3,3,61,49,855
구자곡초등학교,3,1,1,0,4,0,2,2,4,0,1,0,15,3,73
염티초등학교,1,1,2,0,5,0,1,0,2,0,2,0,13,1,58
정산초등학교,1,0,2,1,1,0,4,1,5,1,3,1,16,4,117
합덕초등학교,5,0,3,2,6,1,6,5,0,0,0,0,20,8,246
홍성초등학교,9,5,6,5,7,5,9,0,3,6,2,3,36,24,839
행안초등학교,0,0,7,1,5,0,1,0,0,2,2,0,15,3,83
전주북일초등학교,7,4,10,5,7,5,13,7,6,12,3,1,46,34,626
동산초등학교,6,1,5,0,3,6,7,1,3,4,1,1,25,13,566
한아름초등학교,7,4,15,13,22,15,12,14,13,12,4,3,73,61,596
구운초등학교,3,1,3,0,3,0,3,1,4,1,0,1,16,4,52
미천초등학교,0,0,1,0,5,0,4,0,3,1,0,0,13,1,67
법환초등학교,7,2,3,2,3,1,4,4,3,1,2,0,22,10,173
연포초등학교,4,4,11,11,11,10,14,6,5,3,5,5,50,39,1142
장서초등학교,0,3,10,3,10,7,6,5,6,5,7,5,39,28,694
명진초등학교,7,3,5,6,12,4,5,4,4,5,5,5,38,27,662
남명초등학교,4,3,11,6,9,8,10,8,7,5,4,4,45,34,821
인천숭의초등학교,15,13,17,14,21,25,17,8,17,15,7,8,94,83,1290
인천구월초등학교,4,4,9,5,8,5,7,4,2,3,3,1,33,22,464
대자초등학교,5,8,10,7,8,6,10,6,9,8,10,6,52,41,902
광주극락초등학교,3,1,5,3,6,4,3,1,3,1,4,3,24,13,186
정암초등학교,4,0,5,6,14,3,5,7,5,4,3,5,36,25,656
첨단초등학교,2,3,7,5,3,2,10,6,5,1,3,2,30,19,407
대전전민초등학교,8,7,14,8,10,10,9,14,15,9,10,7,66,55,1179
서부초등학교,0,8,6,8,16,9,7,13,6,11,28,3,63,52,874
새뜸초등학교,3,7,12,5,12,12,15,10,5,5,5,2,52,41,667
감정초등학교,5,0,7,0,6,6,8,9,10,10,6,6,42,31,941
남양주송라초등학교,8,6,15,12,14,8,13,12,10,8,4,7,64,53,954
소요초등학교,1,1,1,1,3,0,3,0,2,0,3,0,13,2,104
정천초등학교,3,7,18,7,6,14,12,8,12,9,16,11,67,56,959
시흥은행초등학교,3,1,6,8,13,5,9,6,6,6,8,8,45,34,789
호성초등학교,7,2,12,7,9,6,12,8,7,14,10,9,57,46,1053
파주와동초등학교,3,7,15,5,8,9,12,7,8,10,11,8,57,46,969
남양주신촌초등학교,5,4,17,7,18,9,7,15,9,9,5,6,61,50,963
남양주백봉초등학교,8,1,11,7,10,8,9,11,6,9,10,7,54,43,581
영천초등학교,4,5,20,13,24,19,14,13,12,18,16,11,90,79,919
초당초등학교,5,1,5,1,3,4,5,1,1,1,0,0,19,8,269
한계초등학교,1,0,6,0,2,1,5,4,0,0,2,0,16,5,54
효제초등학교,2,2,5,2,4,2,5,2,2,0,1,0,19,8,162
대소초등학교,3,3,9,1,10,9,8,6,5,5,3,3,38,27,693
천안용곡초등학교,6,1,5,5,7,5,8,3,6,5,2,4,34,23,962
흥덕초등학교,4,1,2,2,3,1,3,0,3,0,0,0,15,4,72
군산내흥초등학교,0,0,2,0,4,0,3,0,2,0,0,0,11,0,44
군산신풍초등학교,5,2,5,2,5,0,5,4,4,3,1,3,25,14,186
오봉초등학교,0,0,6,0,2,0,1,0,2,0,1,1,12,1,43
익산어양초등학교,5,3,9,7,4,7,9,1,3,2,4,3,34,23,728
중동초등학교,2,0,5,1,2,1,1,0,2,0,1,0,13,2,20
양산초등학교,0,1,1,0,5,0,2,0,2,0,2,0,12,1,56
낙안초등학교,0,0,4,0,1,0,3,1,7,3,3,3,18,7,83
임자초등학교,0,1,3,0,3,0,4,0,3,1,0,0,13,2,87
하양초등학교,2,5,5,9,5,6,7,3,3,2,16,2,38,27,719
용강초등학교,0,1,2,3,10,4,2,2,3,0,7,3,24,13,510
곡강초등학교,4,1,2,0,4,0,4,3,0,1,2,0,16,5,50
거제초등학교,6,1,3,1,1,2,2,2,7,2,2,2,21,10,200
서귀중앙초등학교,4,0,4,0,4,3,1,1,2,0,1,1,16,5,388
상명대학교사범대학부속초등학교,6,3,3,2,5,3,5,3,3,2,1,0,23,13,324
서울항동초등학교,6,7,6,6,6,6,8,4,9,4,6,4,41,31,1002
용문초등학교,4,0,9,5,6,9,7,1,6,4,5,8,37,27,1041
두실초등학교,3,2,7,5,5,5,7,4,5,4,6,3,33,23,872
대구월곡초등학교,2,2,1,0,3,0,1,0,2,0,4,1,13,3,137
대구종로초등학교,0,0,3,0,2,2,3,0,1,1,4,0,13,3,95
강화초등학교,0,0,3,3,2,1,3,3,4,0,5,0,17,7,342
인천동춘초등학교,3,1,5,3,8,4,5,3,4,6,5,3,30,20,637
인천연성초등학교,0,2,5,4,3,0,4,0,4,0,1,1,17,7,1000
광주용봉초등학교,1,1,3,0,3,2,2,1,4,0,2,1,15,5,169
만호초등학교,6,2,9,5,7,12,9,9,4,3,9,3,44,34,954
대전목동초등학교,2,2,5,5,9,2,10,9,6,5,4,3,36,26,720
대덕초등학교,6,4,4,7,6,5,11,4,5,7,11,6,43,33,603
의랑초등학교,2,0,2,0,2,0,0,0,3,0,1,0,10,0,58
산의초등학교,10,12,23,20,28,22,28,19,18,18,12,18,119,109,1657
삼일초등학교,5,8,6,4,8,5,12,8,12,7,4,5,47,37,687
도지초등학교,4,1,3,5,3,3,5,2,3,4,8,1,26,16,301
문산초등학교,1,0,3,2,4,3,5,2,2,2,4,0,19,9,636
남양초등학교,4,1,5,3,8,4,10,7,7,6,1,4,35,25,416
평택송화초등학교,3,1,12,6,10,5,5,6,8,8,1,3,39,29,438
노암초등학교,1,1,3,1,4,0,4,1,6,4,1,2,19,9,289
간성초등학교,7,2,12,4,3,7,4,4,7,6,2,2,35,25,289
영월초등학교,2,4,7,1,8,6,4,3,7,4,1,1,29,19,605
단구초등학교,2,1,4,2,10,3,5,4,2,4,2,1,25,15,300
일산초등학교,6,2,2,4,6,3,2,3,4,1,3,0,23,13,275
산양초등학교,1,0,3,0,0,0,2,0,2,0,2,0,10,0,25
남천초등학교,1,1,4,2,4,1,7,3,2,1,1,1,19,9,135
대미초등학교,1,0,2,0,2,0,4,0,2,2,1,0,12,2,38
탄금초등학교,6,2,10,8,7,7,14,10,10,8,4,6,51,41,793
엄사초등학교,4,2,10,5,3,6,9,5,5,4,3,2,34,24,465
탕정초등학교,3,1,8,13,5,8,8,7,9,3,13,4,46,36,1252
천안봉명초등학교,2,1,2,2,2,4,5,1,3,0,5,1,19,9,249
합천초등학교,0,0,3,0,7,0,1,1,0,0,0,0,11,1,47
충무초등학교,2,3,12,5,6,4,10,4,6,9,2,3,38,28,565
남원월락초등학교,2,1,4,4,8,3,5,4,7,2,0,2,26,16,616
새만금초등학교,4,0,4,2,2,1,4,1,4,2,1,3,19,9,52
구례중앙초등학교,2,0,3,1,4,2,3,1,4,2,0,0,16,6,170
팔마초등학교,1,2,3,3,6,4,7,4,4,2,6,2,27,17,524
웅천초등학교,3,6,16,14,13,10,13,9,8,6,6,4,59,49,1045
상산초등학교,2,4,9,2,6,4,4,3,5,3,2,2,28,18,563
항구초등학교,0,1,4,2,2,3,6,1,3,0,5,3,20,10,90
영오초등학교,2,1,0,1,3,1,5,0,2,0,1,0,13,3,17
회원초등학교,0,2,9,2,8,6,3,5,8,8,5,0,33,23,590
동산초등학교,4,0,3,4,5,6,9,5,4,1,2,1,27,17,341
초전초등학교,3,0,4,0,3,0,1,1,1,0,1,2,13,3,757
서귀북초등학교,7,4,3,5,9,6,7,5,10,5,3,4,39,29,985
성산초등학교,4,2,3,0,4,1,4,2,2,1,0,1,17,7,54
동광초등학교,3,3,5,6,10,11,11,7,7,5,8,2,44,34,1108
서울신동초등학교,3,5,11,14,18,11,18,9,15,10,8,15,73,64,1365
서울연촌초등학교,3,3,7,2,6,6,6,3,7,6,6,6,35,26,595
서울중계초등학교,2,3,6,8,9,8,11,6,10,6,6,4,44,35,944
