학교명,1학년 전입학생수,1학년 전출학생수,2학년 전입학생수,2학년 전출학생수,3학년 전입학생수,3학년 전출학생수,4학년 전입학생수,4학년 전출학생수,5학년 전입학생수,5학년 전출학생수,6학년 전입학생수,6학년 전출학생수,전입학생수(계),전출학생수(계),전체학생수(계)
상촌초등학교,5,6,10,10,8,15,6,11,7,9,5,12,41,63,687
탑동초등학교,4,10,5,10,5,8,8,7,2,10,3,4,27,49,658
호계초등학교,2,9,4,7,4,8,2,5,5,6,1,5,18,40,492
오산초등학교,4,4,5,7,2,8,3,9,3,3,0,8,17,39,613
광주도평초등학교,6,7,3,10,10,12,4,12,8,15,4,1,35,57,732
지곡초등학교,2,6,3,7,1,4,2,6,2,4,0,5,10,32,216
용인이동초등학교,3,3,1,9,4,5,2,5,1,8,1,4,12,34,490
현암초등학교,2,5,8,6,7,9,7,14,5,13,2,6,31,53,662
월포초등학교,0,3,3,5,1,2,1,11,1,5,2,4,8,30,227
화성금곡초등학교,9,8,7,14,13,21,15,24,14,15,8,6,66,88,1017
동화초등학교,9,11,12,12,7,15,13,17,7,12,8,11,56,78,888
반송초등학교,14,15,17,15,19,25,25,24,17,24,17,28,109,131,1211
배곧초등학교,5,11,17,17,15,21,15,19,9,11,11,15,72,94,1761
남호초등학교,2,3,3,9,6,4,5,8,1,9,1,7,18,40,852
삼호중앙초등학교,2,3,5,9,3,6,2,9,2,3,2,8,16,38,532
장승포초등학교,2,2,2,5,1,4,3,11,2,2,2,10,12,34,518
완월초등학교,0,6,3,11,3,6,3,7,2,2,1,2,12,34,397
합성초등학교,2,4,1,3,3,6,0,6,3,8,0,4,9,31,364
신방초등학교,0,1,1,8,3,6,5,8,1,4,1,6,11,33,422
창원초등학교,1,1,0,5,0,6,0,3,0,2,0,6,1,23,463
동화초등학교,2,5,2,10,0,16,15,0,0,10,0,0,19,41,481
서울논현초등학교,1,7,1,6,0,3,2,3,2,10,0,0,6,29,290
서울강덕초등학교,12,19,9,16,13,20,16,16,12,14,5,5,67,90,1075
서울동구로초등학교,1,3,1,4,1,11,1,4,0,5,2,2,6,29,376
금성초등학교,0,0,5,5,5,17,4,9,1,4,1,4,16,39,617
서울창경초등학교,2,5,6,8,5,9,3,8,6,11,2,6,24,47,912
서울창동초등학교,1,4,5,8,0,4,4,11,1,1,1,7,12,35,416
서울갈현초등학교,5,12,4,7,5,11,8,9,7,9,2,6,31,54,1187
서울홍연초등학교,1,9,2,9,6,5,1,5,5,10,4,4,19,42,704
서울수리초등학교,0,5,5,7,5,13,2,6,5,2,1,8,18,41,436
송운초등학교,1,6,2,4,4,13,3,2,2,6,1,5,13,36,395
대구대봉초등학교,4,5,1,6,2,4,0,12,4,5,0,2,11,34,531
대구옥포초등학교,0,6,2,9,1,2,1,6,1,3,0,2,5,28,291
대구송정초등학교,5,9,7,6,6,14,6,10,6,14,8,8,38,61,857
인천대정초등학교,0,8,5,7,2,15,5,4,4,6,2,1,18,41,773
인천부평서초등학교,2,7,2,8,7,9,6,11,6,9,0,2,23,46,784
매곡초등학교,3,2,8,8,4,7,9,7,10,12,4,25,38,61,411
능곡초등학교,3,7,4,5,2,12,3,4,4,6,1,6,17,40,566
서면초등학교,1,7,3,9,5,5,1,9,7,8,3,5,20,43,562
군포초등학교,9,10,4,10,14,14,7,12,8,18,5,6,47,70,919
성남동초등학교,2,8,6,8,2,8,4,10,2,7,5,3,21,44,494
화홍초등학교,6,12,5,10,4,11,11,10,3,9,11,11,40,63,862
선일초등학교,1,4,0,1,1,10,1,8,1,4,3,3,7,30,363
호동초등학교,6,13,12,12,6,14,13,15,9,13,6,8,52,75,1286
상하초등학교,5,9,8,13,7,11,8,8,8,16,15,17,51,74,738
어람초등학교,2,7,14,14,11,25,11,9,10,13,8,11,56,79,1185
상봉초등학교,5,9,8,9,14,22,10,14,8,10,0,4,45,68,965
한산초등학교,0,5,3,1,0,8,2,3,0,2,0,9,5,28,930
위례중앙초등학교,11,14,5,13,9,5,3,14,5,4,4,10,37,60,554
한얼초등학교,2,2,3,4,3,3,1,9,0,6,2,10,11,34,338
한홀초등학교,11,15,20,23,22,34,14,21,16,14,17,16,100,123,1248
성원초등학교,1,0,1,3,0,6,0,7,0,8,2,3,4,27,869
중앙초등학교,8,10,12,23,12,17,12,21,12,15,13,6,69,92,1717
증안초등학교,3,8,6,12,3,5,6,16,9,5,1,5,28,51,792
사천초등학교,1,5,5,8,3,8,2,3,4,7,0,7,15,38,750
천안월봉초등학교,3,13,12,11,9,17,8,12,5,5,5,7,42,65,958
원호초등학교,6,6,4,5,5,6,1,10,4,8,0,8,20,43,638
구룡포초등학교,2,1,1,1,0,3,0,5,3,9,0,10,6,29,97
도천초등학교,15,17,11,16,16,11,11,23,10,13,4,10,67,90,760
장천초등학교,5,9,13,15,16,25,16,17,10,16,10,11,70,93,1400
사남초등학교,0,2,3,3,0,5,0,9,0,1,0,6,3,26,1002
서진초등학교,2,4,1,8,3,6,3,5,1,9,2,3,12,35,775
서울가산초등학교,0,6,3,8,1,5,2,5,0,4,1,3,7,31,276
서울신영초등학교,0,2,3,6,3,9,0,4,2,6,1,6,9,33,488
서울상암초등학교,0,2,4,13,6,6,2,10,3,8,6,6,21,45,557
서울성산초등학교,4,4,0,8,5,7,3,10,4,10,3,4,19,43,688
충암초등학교,1,6,3,8,9,11,6,7,4,14,1,2,24,48,667
서울조원초등학교,1,3,2,2,3,7,2,7,2,11,0,4,10,34,451
보림초등학교,2,7,5,5,3,10,3,9,2,4,3,7,18,42,604
대구안일초등학교,1,6,5,6,7,11,4,11,3,5,1,6,21,45,602
인천인주초등학교,1,3,5,11,6,9,5,13,3,6,1,3,21,45,698
인천성리초등학교,4,11,7,12,9,16,8,10,5,4,3,7,36,60,777
인천개흥초등학교,4,6,2,10,3,8,5,12,5,8,6,5,25,49,387
인천계양초등학교,7,11,2,11,4,9,3,7,5,9,2,0,23,47,499
인천첨단초등학교,15,12,33,23,15,26,22,34,18,26,11,17,114,138,1769
건국초등학교,5,7,11,16,4,16,13,15,13,9,6,13,52,76,1221
대전대양초등학교,1,3,2,8,3,9,4,8,2,5,2,5,14,38,441
대전태평초등학교,2,6,3,9,3,10,5,7,3,7,1,2,17,41,618
송정초등학교,4,1,2,7,4,11,5,12,3,6,2,7,20,44,665
무원초등학교,3,6,7,7,5,11,7,11,2,9,3,7,27,51,823
성사초등학교,3,4,9,12,10,16,9,13,5,15,6,6,42,66,829
오포초등학교,6,14,3,13,11,9,3,7,4,5,3,6,30,54,732
광정초등학교,4,2,2,7,4,10,5,15,3,4,2,6,20,44,553
산본초등학교,3,3,3,10,4,6,2,8,2,8,2,5,16,40,707
부천덕산초등학교,5,8,5,7,4,11,6,12,4,8,3,5,27,51,696
녹양초등학교,4,2,1,4,2,6,2,7,2,12,5,9,16,40,547
이충초등학교,7,11,13,15,10,12,14,20,9,16,5,8,58,82,680
양벌초등학교,5,15,7,7,14,19,15,17,16,20,7,10,64,88,1066
손곡초등학교,6,10,9,3,4,17,6,8,4,15,7,7,36,60,937
용천초등학교,2,2,0,5,0,7,0,8,0,6,2,0,4,28,520
언암초등학교,1,2,3,7,4,9,0,6,0,3,2,7,10,34,165
율곡초등학교,1,6,8,9,9,10,7,12,5,7,5,15,35,59,1105
어방초등학교,1,10,4,9,1,3,2,6,3,7,3,3,14,38,679
남양초등학교,3,3,5,13,6,9,3,8,2,8,2,4,21,45,1052
대방초등학교,2,8,2,9,5,9,3,8,3,3,2,4,17,41,697
삼성초등학교,6,3,4,9,2,8,2,7,1,8,0,4,15,39,748
서울문백초등학교,4,6,1,8,7,10,4,8,7,12,1,5,24,49,649
서울문성초등학교,1,6,2,5,1,9,1,7,3,5,2,3,10,35,390
서울구암초등학교,6,4,8,18,14,18,10,17,11,10,2,9,51,76,1496
서울노량진초등학교,2,7,0,9,1,4,2,7,0,2,4,5,9,34,271
서울쌍문초등학교,3,11,7,7,5,10,7,10,3,10,0,2,25,50,637
서울금북초등학교,2,5,4,9,5,13,3,4,2,7,3,6,19,44,757
서울삼양초등학교,2,3,1,6,4,6,4,5,1,4,1,14,13,38,468
서울명신초등학교,3,1,3,2,2,12,2,11,2,4,1,8,13,38,336
대구사수초등학교,1,7,6,15,8,11,7,10,5,7,4,6,31,56,882
인천남부초등학교,4,6,3,6,6,13,1,6,3,10,2,3,19,44,606
인천목향초등학교,6,8,8,9,4,16,8,6,1,11,6,8,33,58,692
인천부원초등학교,0,8,6,10,0,10,3,4,6,4,4,8,19,44,752
인천부흥초등학교,6,16,10,15,11,18,8,9,14,8,2,10,51,76,981
인천상아초등학교,1,4,3,6,5,7,3,9,4,7,0,8,16,41,880
인천원동초등학교,8,5,10,14,13,21,15,20,10,14,9,16,65,90,1350
인천용학초등학교,7,8,2,10,9,10,6,18,8,9,3,5,35,60,1176
풍암초등학교,4,4,2,10,3,9,4,9,3,5,4,8,20,45,712
대전선유초등학교,1,8,7,10,8,11,2,12,5,5,1,3,24,49,980
소담초등학교,11,12,11,14,12,23,12,20,9,18,10,3,65,90,1152
광명광성초등학교,8,4,8,10,9,17,9,13,1,7,5,14,40,65,843
백운초등학교,5,5,7,8,6,8,6,15,4,10,3,10,31,56,731
덕소초등학교,0,5,2,3,0,6,2,3,1,8,2,7,7,32,403
동인초등학교,10,7,11,12,9,16,7,13,1,9,4,10,42,67,1133
칠봉초등학교,4,6,4,6,4,7,3,11,6,11,3,8,24,49,513
심곡초등학교,3,4,3,12,1,11,7,5,3,8,2,4,19,44,538
심원초등학교,5,10,4,7,6,11,3,10,9,10,2,6,29,54,742
돌마초등학교,3,7,4,10,2,9,3,8,2,8,5,2,19,44,485
지동초등학교,0,3,0,2,0,3,0,5,0,7,0,5,0,25,379
상록초등학교,5,11,7,9,6,11,5,13,5,9,4,4,32,57,798
양진초등학교,3,10,10,12,11,14,7,6,7,12,1,10,39,64,870
금릉초등학교,1,7,6,4,6,19,10,9,9,11,2,9,34,59,913
남양주샛별초등학교,5,9,12,20,18,20,12,12,8,12,4,11,59,84,1202
성덕초등학교,6,6,4,11,3,8,7,5,2,7,3,13,25,50,675
어론초등학교,4,10,8,12,5,8,2,5,0,8,2,3,21,46,85
원통초등학교,4,8,3,13,4,10,2,5,4,10,4,0,21,46,293
만대초등학교,9,4,2,8,10,14,8,17,3,11,4,7,36,61,773
군산서해초등학교,2,9,6,7,5,12,5,11,7,9,1,3,26,51,864
군산용문초등학교,2,2,7,14,3,11,3,9,5,6,0,3,20,45,833
전주신동초등학교,2,2,7,12,2,8,4,11,3,10,3,3,21,46,617
목포부주초등학교,3,5,17,11,7,19,10,13,7,15,4,10,48,73,924
광려초등학교,3,3,1,3,0,7,0,5,2,6,1,8,7,32,448
금산초등학교,0,6,1,2,0,6,2,2,0,13,4,3,7,32,710
웅동초등학교,5,2,4,9,5,10,4,11,5,12,3,7,26,51,409
무지개초등학교,5,3,9,14,14,17,8,13,9,19,5,9,50,75,1049
서울천호초등학교,2,6,5,13,2,8,6,8,3,8,7,8,25,51,710
서울백석초등학교,1,7,0,6,5,10,1,7,4,7,3,3,14,40,505
서울세곡초등학교,3,9,4,5,3,13,3,7,1,5,1,2,15,41,551
서울오류남초등학교,5,4,6,11,4,10,4,7,4,12,5,10,28,54,732
서울원묵초등학교,4,5,11,24,13,13,7,12,11,16,7,9,53,79,1126
서울당현초등학교,4,4,2,11,3,6,4,10,7,9,4,10,24,50,529
서울상천초등학교,1,5,0,2,2,8,1,6,0,10,2,1,6,32,382
서울구산초등학교,9,9,9,22,7,15,11,8,11,17,5,7,52,78,1004
서울성서초등학교,2,3,1,7,2,7,3,9,1,7,2,4,11,37,566
서울금동초등학교,2,6,7,13,4,8,8,14,10,12,4,8,35,61,795
서울구현초등학교,1,7,5,7,1,10,4,7,1,9,4,2,16,42,596
신평초등학교,4,8,14,13,11,10,1,12,4,10,2,9,36,62,471
대구포산초등학교,4,8,11,10,14,22,3,19,7,9,4,1,43,69,871
용두초등학교,1,7,7,13,4,8,9,15,7,14,4,1,32,58,896
광주봉주초등학교,2,2,2,5,1,7,1,6,0,6,0,6,6,32,413
대전신흥초등학교,4,6,5,16,10,12,7,18,10,11,6,5,42,68,1045
염포초등학교,4,3,0,8,3,7,2,7,2,8,1,5,12,38,532
참샘초등학교,2,0,0,5,0,7,0,9,0,4,0,3,2,28,611
벽제초등학교,2,9,1,1,4,9,4,10,4,10,2,4,17,43,323
안곡초등학교,6,5,7,12,6,8,6,13,6,15,2,6,33,59,515
현산초등학교,4,11,3,14,11,15,11,6,9,9,2,11,40,66,824
도제원초등학교,0,6,5,5,4,10,6,11,1,8,3,5,19,45,623
창현초등학교,8,7,7,7,4,10,6,13,5,14,3,8,33,59,854
곡반초등학교,6,9,4,6,7,18,5,13,9,14,12,9,43,69,639
성안초등학교,2,4,3,7,3,10,2,8,5,8,4,8,19,45,580
안양관악초등학교,1,7,3,3,0,13,2,3,2,2,1,7,9,35,277
서천초등학교,1,7,6,6,2,8,1,10,1,5,2,3,13,39,485
지석초등학교,3,4,2,10,0,7,4,8,1,7,2,2,12,38,422
소안초등학교,2,1,0,4,2,8,2,6,2,11,0,4,8,34,399
율목초등학교,3,6,3,13,4,10,4,4,3,5,3,8,20,46,450
청옥초등학교,11,23,20,16,11,19,17,22,10,11,8,12,77,103,1545
산마루초등학교,5,11,3,15,6,13,8,10,5,7,7,4,34,60,1012
상록초등학교,4,7,1,10,4,10,3,3,1,9,3,3,16,42,349
여수양지초등학교,2,8,0,2,0,11,3,6,1,4,1,2,7,33,429
옥계동부초등학교,6,10,13,19,12,20,15,16,12,18,11,12,69,95,1543
중곡초등학교,1,5,6,11,4,9,6,10,3,6,3,8,23,49,968
평산초등학교,1,5,9,12,8,12,2,9,8,14,1,3,29,55,670
서울압구정초등학교,7,8,7,11,11,20,6,9,12,16,6,12,49,76,973
서울양재초등학교,1,8,3,8,3,11,1,7,6,6,4,5,18,45,623
서울강서초등학교,3,10,6,8,6,12,7,11,5,12,5,6,32,59,1082
서울영동초등학교,4,7,3,7,2,13,3,5,1,4,0,4,13,40,425
서울신림초등학교,4,7,1,10,7,11,3,7,4,6,1,6,20,47,601
서울흑석초등학교,1,5,3,9,3,12,7,11,4,5,5,8,23,50,570
서울자운초등학교,1,7,4,10,3,4,3,10,2,5,0,4,13,40,752
서울아현초등학교,0,6,5,13,8,13,5,10,6,7,5,7,29,56,563
서울우이초등학교,4,5,5,15,7,12,4,11,7,15,10,6,37,64,1105
서울하늘초등학교,7,5,9,10,6,16,8,14,9,18,4,7,43,70,739
대구서재초등학교,0,5,3,8,6,6,1,11,4,8,2,5,16,43,771
대구동신초등학교,1,1,3,7,0,8,1,8,0,5,1,4,6,33,727
대구명덕초등학교,0,3,0,9,2,8,2,3,1,8,0,1,5,32,355
대구해안초등학교,1,4,4,7,4,8,2,10,3,8,0,4,14,41,123
북대구초등학교,1,1,2,9,1,10,3,3,2,9,2,6,11,38,460
대구봉무초등학교,4,2,7,8,8,12,8,18,3,11,0,6,30,57,1094
인천동막초등학교,1,3,2,10,3,8,2,8,5,8,3,6,16,43,541
인천금마초등학교,6,9,4,12,4,8,4,2,3,7,0,10,21,48,354
대전새미래초등학교,4,8,4,16,5,7,3,6,2,7,3,4,21,48,966
내황초등학교,1,3,1,9,1,5,2,7,1,5,1,5,7,34,643
원당초등학교,1,2,5,8,0,7,2,9,3,8,5,9,16,43,503
광명초등학교,3,6,1,6,3,11,7,8,4,10,0,4,18,45,492
망월초등학교,8,14,21,32,26,18,15,19,11,22,10,13,91,118,1790
지행초등학교,7,11,13,16,14,20,8,12,7,14,3,6,52,79,1070
송원초등학교,2,2,2,10,4,7,1,12,2,13,8,2,19,46,645
숙지초등학교,2,6,5,11,5,9,5,10,7,5,3,13,27,54,308
원천초등학교,0,6,3,5,6,14,1,3,7,10,3,9,20,47,564
본원초등학교,7,9,5,19,7,16,8,12,10,10,11,9,48,75,1058
안산화정초등학교,3,8,3,9,5,19,10,11,8,12,6,3,35,62,1032
안화초등학교,14,5,8,15,6,15,9,18,4,6,2,11,43,70,908
양오초등학교,8,12,12,14,12,17,9,17,9,18,8,7,58,85,1105
오현초등학교,4,9,8,13,5,12,6,11,7,6,4,10,34,61,656
용인한일초등학교,2,7,2,6,2,7,1,9,2,4,0,3,9,36,461
중앙초등학교,5,7,3,10,4,13,1,6,3,4,1,4,17,44,423
온양초등학교,1,3,1,6,1,6,2,10,1,4,0,4,6,33,339
서남초등학교,7,5,3,7,3,12,3,10,1,5,1,6,18,45,563
서울송전초등학교,3,7,6,13,10,11,8,15,8,9,6,14,41,69,836
서울신성초등학교,2,12,7,10,2,8,3,9,4,2,0,5,18,46,553
서울상수초등학교,1,2,2,10,3,14,3,9,3,8,5,2,17,45,716
서울묵현초등학교,6,13,4,9,0,5,1,10,3,4,2,3,16,44,537
가야초등학교,3,8,3,6,3,3,2,10,4,7,1,10,16,44,1049
대구파동초등학교,0,1,2,6,0,7,0,3,0,10,0,3,2,30,286
대구학정초등학교,1,4,7,8,2,10,5,12,3,6,1,7,19,47,710
인천서흥초등학교,2,3,0,13,2,10,0,2,0,3,0,1,4,32,593
인천백운초등학교,2,4,1,6,1,12,1,6,3,5,2,5,10,38,516
운남초등학교,1,4,1,10,1,5,0,4,1,1,4,12,8,36,678
대전샘머리초등학교,7,7,11,10,4,15,4,13,5,10,1,5,32,60,934
삼정초등학교,2,5,0,7,0,7,1,6,1,3,1,5,5,33,363
전하초등학교,4,8,5,12,4,11,4,8,5,5,2,8,24,52,1047
광명동초등학교,0,0,0,5,0,2,0,13,1,2,0,7,1,29,134
경안초등학교,4,6,3,8,2,12,5,13,3,5,1,2,18,46,524
태전초등학교,3,7,9,11,17,14,5,16,6,13,4,11,44,72,820
상인초등학교,3,7,5,16,13,13,7,12,10,13,8,13,46,74,1129
창영초등학교,0,6,0,2,0,4,2,6,2,4,0,10,4,32,747
성남은행초등학교,3,14,2,6,6,8,3,6,2,10,0,0,16,44,571
김포호수초등학교,13,6,16,23,15,28,11,16,13,19,3,7,71,99,1397
진흥초등학교,5,8,4,8,3,14,5,8,2,6,1,4,20,48,740
용성초등학교,5,13,1,15,12,17,10,12,7,10,7,3,42,70,864
온양풍기초등학교,4,6,7,15,12,14,6,12,5,11,5,9,39,67,1336
여도초등학교,2,4,0,6,0,7,0,3,0,6,0,4,2,30,650
증산초등학교,6,9,14,16,11,21,20,19,7,17,5,9,63,91,1695
서울강남초등학교,3,11,5,12,7,8,3,11,3,6,1,3,22,51,791
서울신남성초등학교,2,3,4,8,5,11,2,10,2,8,1,5,16,45,528
서울행림초등학교,2,3,1,9,1,6,0,7,1,5,0,4,5,34,249
서울용원초등학교,4,4,3,15,4,8,5,6,1,11,0,2,17,46,646
서울창도초등학교,1,2,4,14,2,7,5,7,3,15,6,5,21,50,833
서울녹번초등학교,2,4,5,10,2,6,2,11,6,11,1,5,18,47,796
서울성자초등학교,2,7,3,10,2,6,2,5,1,8,1,4,11,40,596
서울삼일초등학교,10,10,8,14,11,14,6,18,5,13,4,4,44,73,1010
다대초등학교,3,3,0,6,1,1,0,10,0,8,0,5,4,33,871
대구성당초등학교,0,2,5,6,5,8,5,11,4,11,3,13,22,51,1069
대구율원초등학교,5,8,11,11,10,19,8,12,5,12,5,11,44,73,984
인천주안남초등학교,1,6,3,8,3,12,3,7,2,8,5,5,17,46,633
인천부광초등학교,3,6,2,12,5,14,4,7,2,4,4,6,20,49,424
광주문화초등학교,1,2,3,7,8,19,4,5,6,14,2,6,24,53,602
광주상무초등학교,3,0,0,8,0,7,0,3,0,1,0,13,3,32,530
하남초등학교,2,4,12,13,9,10,11,20,6,15,6,13,46,75,849
고실초등학교,8,7,8,13,11,20,13,13,13,14,9,24,62,91,1257
대전매봉초등학교,1,4,1,5,4,5,4,10,6,15,1,7,17,46,747
대전백운초등학교,3,8,4,8,5,12,4,8,2,9,2,4,20,49,623
강동초등학교,1,8,2,8,0,8,0,1,0,5,0,2,3,32,1479
고운초등학교,13,9,15,18,10,24,13,19,10,16,4,8,65,94,978
흥도초등학교,4,5,4,11,12,12,7,13,7,17,7,12,41,70,1447
하안초등학교,1,3,4,9,1,11,0,5,5,10,3,5,14,43,425
둔전초등학교,2,6,1,10,6,6,1,14,3,7,4,3,17,46,805
부천남초등학교,2,9,3,4,3,13,6,9,5,5,1,9,20,49,675
수진초등학교,3,6,1,12,9,11,2,13,9,9,6,8,30,59,714
나산초등학교,5,5,8,13,14,14,8,16,3,11,4,12,42,71,986
수영초등학교,2,2,0,3,0,6,0,2,0,8,0,10,2,31,613
어울초등학교,0,4,4,9,4,13,6,8,2,8,0,3,16,45,530
샘말초등학교,4,18,13,22,18,16,12,16,12,16,7,7,66,95,1093
배곧한울초등학교,8,9,12,17,16,20,7,18,9,13,6,10,58,87,1140
다온초등학교,3,12,9,15,7,9,6,13,7,8,1,5,33,62,884
대운초등학교,0,2,0,13,0,12,0,10,6,0,2,0,8,37,1134
도련초등학교,2,6,5,9,5,12,6,12,3,6,1,6,22,51,1170
서울개명초등학교,1,6,2,6,1,7,1,8,0,8,2,2,7,37,330
서울신흥초등학교,1,6,3,4,3,8,1,9,1,9,2,5,11,41,595
서울연희초등학교,4,6,0,11,4,8,3,9,5,10,1,3,17,47,774
서울경일초등학교,1,5,3,12,2,8,2,6,2,10,5,4,15,45,282
대구유가초등학교,0,5,0,6,1,9,0,4,0,8,1,0,2,32,1674
대구숙천초등학교,5,10,2,9,3,8,4,8,1,8,1,3,16,46,602
인천만수북초등학교,5,11,7,8,7,12,8,23,11,13,4,5,42,72,920
대전성남초등학교,2,3,2,3,6,7,2,12,0,9,1,9,13,43,480
행신초등학교,1,1,3,9,0,10,2,12,6,5,1,6,13,43,389
중부초등학교,4,13,5,6,11,14,2,8,1,11,3,4,26,56,524
천일초등학교,3,8,3,11,3,9,6,15,2,7,6,3,23,53,506
송전초등학교,4,9,3,9,1,7,3,10,4,6,1,5,16,46,315
화성벌말초등학교,5,3,7,16,5,14,2,13,5,8,4,4,28,58,598
석우초등학교,5,10,9,17,14,15,4,20,10,8,15,17,57,87,847
동송초등학교,4,12,3,11,9,11,3,10,7,11,3,4,29,59,633
경화초등학교,1,5,4,12,3,11,4,10,6,7,1,4,19,49,470
덕산초등학교,2,6,6,11,7,17,9,10,7,8,1,10,32,62,934
서울남천초등학교,1,3,3,7,3,13,1,9,3,8,2,4,13,44,406
서울안평초등학교,4,12,5,15,11,10,7,16,7,13,4,3,38,69,1057
서울미성초등학교,3,2,2,9,10,12,3,12,4,12,5,11,27,58,745
서울중원초등학교,0,6,4,4,2,14,2,8,4,6,0,5,12,43,456
서울정덕초등학교,4,6,5,10,9,14,3,15,3,13,5,2,29,60,1063
서울원효초등학교,0,4,4,9,6,13,7,9,3,11,2,7,22,53,572
서울신기초등학교,2,4,3,6,3,9,1,10,1,7,1,6,11,42,464
연신초등학교,2,7,3,9,5,8,4,12,2,8,2,5,18,49,706
인천송현초등학교,1,2,2,8,4,11,4,14,4,9,3,5,18,49,649
인천도림초등학교,0,3,3,8,4,14,2,9,2,4,2,6,13,44,543
인천소양초등학교,0,7,3,9,1,7,0,7,4,6,1,4,9,40,428
인천송명초등학교,10,9,19,25,15,23,8,21,13,18,11,11,76,107,1410
오금초등학교,3,6,0,13,4,6,5,11,0,5,2,4,14,45,364
화창초등학교,3,10,5,12,6,13,3,9,1,6,5,4,23,54,472
오산원일초등학교,1,2,6,14,5,14,6,10,8,9,1,9,27,58,951
하늘초등학교,2,10,9,10,5,10,4,14,2,7,5,7,27,58,650
나비초등학교,8,8,15,28,18,26,18,18,11,14,4,11,74,105,1108
태성초등학교,12,12,11,19,17,25,13,32,12,10,9,7,74,105,1418
수원가온초등학교,7,11,14,20,15,15,9,18,9,15,6,12,60,91,1304
예솔초등학교,6,18,10,17,19,20,17,17,10,10,8,19,70,101,862
동탄목동초등학교,29,26,21,30,27,36,17,26,21,22,11,17,126,157,1506
양청초등학교,1,6,6,16,4,11,2,10,3,4,2,2,18,49,427
탑동초등학교,10,8,6,24,17,15,13,21,14,25,10,8,70,101,1660
선주초등학교,9,8,7,12,8,14,6,13,7,15,4,10,41,72,1223
대교초등학교,6,9,7,8,2,17,6,11,9,11,3,8,33,64,1301
해마루초등학교,2,13,19,23,19,28,18,15,11,18,8,11,77,108,1817
초곡초등학교,11,10,17,22,8,12,12,20,5,11,5,14,58,89,1031
수남초등학교,12,15,10,22,14,19,11,21,15,16,6,6,68,99,1629
서울등현초등학교,2,7,5,12,5,7,3,12,4,11,1,3,20,52,587
서울신북초등학교,1,2,2,10,4,10,3,5,1,13,2,5,13,45,841
양성초등학교,0,7,2,4,0,3,0,6,1,7,0,8,3,35,569
인천옥련초등학교,1,6,4,16,9,14,8,8,3,11,6,8,31,63,922
인천가정초등학교,2,10,7,12,4,15,7,10,4,8,3,4,27,59,740
인천검단초등학교,5,9,12,15,9,17,9,14,5,10,2,9,42,74,815
인천부개서초등학교,7,9,10,15,11,17,7,11,4,16,7,10,46,78,873
인천부평남초등학교,2,6,6,11,5,11,4,11,7,9,3,11,27,59,897
본촌초등학교,3,14,14,18,7,12,8,13,17,18,6,12,55,87,1258
창용초등학교,0,4,0,4,0,10,2,9,4,6,1,6,7,39,332
관양초등학교,3,11,9,21,13,13,11,12,7,19,9,8,52,84,656
발곡초등학교,4,7,4,9,2,9,4,10,4,8,1,8,19,51,610
평동초등학교,8,12,5,16,9,17,10,7,5,14,5,8,42,74,637
청덕초등학교,2,10,9,15,4,13,10,15,6,10,4,4,35,67,1006
매여울초등학교,3,12,6,8,6,10,2,12,4,8,2,5,23,55,570
남산초등학교,2,12,7,8,6,12,7,11,4,11,3,7,29,61,769
아산남성초등학교,4,6,6,13,6,9,4,13,3,13,3,4,26,58,928
문덕초등학교,4,8,8,10,3,8,2,14,2,9,6,8,25,57,1078
월포초등학교,2,3,5,12,2,7,0,11,0,4,2,6,11,43,425
서울구로남초등학교,2,5,6,11,3,7,3,11,1,10,0,4,15,48,510
서울상봉초등학교,2,5,4,8,5,10,0,6,1,9,2,9,14,47,608
서울당곡초등학교,1,7,7,9,3,8,5,12,1,9,3,8,20,53,614
서울금호초등학교,1,6,4,13,6,10,1,8,0,5,2,5,14,47,545
서울동자초등학교,7,1,9,21,6,20,9,12,8,10,2,10,41,74,1145
서울옥수초등학교,2,12,7,8,3,16,2,4,2,8,4,5,20,53,532
서울중마초등학교,1,7,5,3,2,9,1,11,1,7,0,6,10,43,434
서울보라매초등학교,4,8,8,18,18,22,18,14,10,20,4,13,62,95,1456
서울염경초등학교,2,7,6,9,5,20,9,13,11,14,6,9,39,72,952
서울신은초등학교,7,7,4,1,10,15,3,15,9,21,5,12,38,71,836
주감초등학교,0,8,5,7,4,8,2,10,2,8,2,7,15,48,601
곡선초등학교,7,9,3,11,1,11,3,11,4,8,4,5,22,55,666
효천초등학교,1,5,2,12,1,8,2,14,3,5,6,4,15,48,598
솔안초등학교,0,6,0,8,2,4,0,6,0,6,1,6,3,36,277
평택도곡초등학교,3,7,6,9,3,12,5,10,2,5,2,11,21,54,585
모락초등학교,2,4,5,9,4,12,6,12,0,5,3,11,20,53,412
보평초등학교,16,10,18,22,15,20,13,19,5,20,3,12,70,103,1122
산운초등학교,6,19,12,14,9,12,4,18,12,10,4,7,47,80,670
숲속초등학교,2,7,4,12,6,15,8,10,5,6,4,12,29,62,668
선행초등학교,1,6,6,7,3,9,1,12,0,7,5,8,16,49,701
무실초등학교,6,2,4,22,8,8,2,8,4,10,0,7,24,57,542
수성초등학교,5,6,5,9,8,17,3,16,5,6,1,6,27,60,607
신명초등학교,6,6,5,4,3,20,6,11,3,10,1,6,24,57,575
서울석촌초등학교,0,9,0,4,0,6,0,6,0,9,0,0,0,34,773
